Order_ID,Customer_ID,Product_ID,Order_Date,Quantity,Unit_Price,Discount,Total_Amount,Order_Status,Payment_Method
ORD01721,C0357,P054,2024-03-10,1,1299.0,5,1234.05,Completed,UPI
ORD01352,C0005,P021,2025-03-07,8,14999.0,10,107992.8,Completed,Net Banking
ORD03296,C0304,P003,2025-03-06,3,39999.0,5,113997.15,Completed,Cash
ORD02315,C0251,P097,2025-03-29,6,179.0,20,859.2,Cancelled,Card
ORD03239,C0082,P002,2024-02-10,4,134999.0,10,485996.4,Completed,Card
ORD00795,C0230,P049,2025-06-07,4,31999.0,20,102396.8,Completed,Net Banking
ORD04287,C0363,P067,2024-01-26,6,2499.0,20,11995.2,Completed,UPI
ORD00842,C0244,P085,2024-04-12,7,34999.0,5,232743.35,Completed,Cash
ORD04482,C0236,P012,2024-06-20,4,44999.0,0,179996.0,Cancelled,UPI
ORD04103,C0305,P020,2024-08-22,3,8995.0,10,24286.5,Completed,UPI
ORD00176,C0178,P062,2024-08-20,2,1799.0,15,3058.3,Completed,Card
ORD02527,C0471,P028,2025-02-11,9,1699.0,30,10703.7,Completed,Card
ORD04919,C0368,P075,2025-04-12,10,399.0,5,3790.5,Completed,Card
ORD03623,C0447,P045,2024-08-13,2,2999.0,0,5998.0,Completed,UPI
ORD00046,C0364,P054,2025-06-30,5,1299.0,10,5845.5,Pending,Card
ORD04050,C0390,P082,2024-11-24,4,24999.0,5,94996.2,Completed,Card
ORD00897,C0485,P097,2025-02-02,3,179.0,10,483.3,Pending,Card
ORD03332,C0287,P096,2024-08-01,1,179.0,0,179.0,Completed,UPI
ORD03938,C0404,P091,2024-12-03,10,25.0,30,175.0,Completed,Card
ORD03986,C0380,P095,2024-11-05,8,129.0,0,1032.0,Completed,Card
ORD01685,C0404,P041,2025-01-25,3,2999.0,10,8097.3,Completed,Card
ORD04545,C0246,P038,2024-02-06,6,1995.0,0,11970.0,Completed,Cash
ORD03207,C0270,P057,2024-03-04,6,299.0,0,1794.0,Completed,UPI
ORD04747,C0166,P019,2024-10-07,3,73999.0,5,210897.15,Completed,UPI
ORD01740,C0289,P062,2024-03-05,3,1799.0,5,5127.15,Completed,Card
ORD03159,C0131,P005,2024-03-16,9,19999.0,10,161991.9,Completed,UPI
ORD02471,C0474,P096,2025-06-21,2,179.0,0,358.0,Completed,Net Banking
ORD00284,C0414,P001,2025-05-20,4,89999.0,5,341996.2,Completed,Card
ORD02510,C0198,P016,2024-10-19,1,54999.0,30,38499.3,Returned,Card
ORD02227,C0186,P079,2024-06-14,8,399.0,5,3032.4,Completed,UPI
ORD02635,C0129,P089,2024-12-29,3,499.0,25,1122.75,Completed,Net Banking
ORD02887,C0004,P047,2025-05-26,4,2499.0,5,9496.2,Completed,UPI
ORD01671,C0321,P068,2024-07-16,8,34999.0,5,265992.4,Pending,Card
ORD01282,C0011,P097,2025-06-23,2,179.0,20,286.4,Completed,Card
ORD00894,C0497,P029,2025-01-22,2,1999.0,0,3998.0,Completed,Cash
ORD02112,C0377,P063,2025-03-24,4,899.0,10,3236.4,Cancelled,UPI
ORD02293,C0285,P066,2024-04-06,7,999.0,10,6293.7,Pending,Cash
ORD02620,C0487,P017,2024-02-17,3,68999.0,20,165597.6,Completed,UPI
ORD01733,C0306,P037,2024-09-11,2,6995.0,25,10492.5,Completed,UPI
ORD03568,C0361,P027,2025-05-10,2,2499.0,10,4498.2,Completed,UPI
ORD01893,C0080,P005,2024-03-22,1,19999.0,25,14999.25,Cancelled,UPI
ORD01780,C0224,P072,2025-03-08,2,499.0,0,998.0,Completed,Net Banking
ORD03866,C0189,P052,2024-12-17,10,299.0,25,2242.5,Completed,Card
ORD02744,C0353,P026,2024-09-02,9,3999.0,25,26993.25,Returned,Card
ORD04602,C0482,P073,2024-11-04,9,299.0,5,2556.45,Completed,Net Banking
ORD01872,C0367,P076,2025-06-16,5,299.0,25,1121.25,Pending,UPI
ORD01539,C0309,P077,2025-01-06,4,699.0,30,1957.2,Completed,Cash
ORD03261,C0183,P041,2025-04-05,9,2999.0,10,24291.9,Returned,UPI
ORD00100,C0460,P010,2025-06-13,5,59999.0,10,269995.5,Returned,UPI
ORD02108,C0105,P088,2024-09-13,2,28999.0,10,52198.2,Completed,UPI
ORD03250,C0303,P068,2024-11-07,8,34999.0,5,265992.4,Completed,Net Banking
ORD02270,C0485,P046,2025-06-18,9,999.0,5,8541.45,Completed,Card
ORD01254,C0283,P066,2024-06-21,1,999.0,25,749.25,Cancelled,Net Banking
ORD00352,C0176,P069,2024-01-12,8,14999.0,15,101993.2,Completed,Card
ORD02785,C0193,P031,2025-05-14,10,12999.0,0,129990.0,Completed,Cash
ORD04297,C0131,P093,2025-04-07,5,299.0,30,1046.5,Completed,UPI
ORD00932,C0195,P053,2025-06-21,5,499.0,30,1746.5,Returned,UPI
ORD01002,C0123,P037,2024-06-15,9,6995.0,0,62955.0,Completed,Card
ORD00719,C0260,P072,2024-02-25,7,499.0,10,3143.7,Completed,UPI
ORD02755,C0405,P004,2024-02-07,2,24999.0,0,49998.0,Completed,Card
ORD02776,C0331,P041,2024-12-23,2,2999.0,5,5698.1,Pending,UPI
ORD02521,C0205,P088,2024-11-27,7,28999.0,5,192843.35,Completed,UPI
ORD00309,C0058,P048,2024-02-08,4,28999.0,0,115996.0,Completed,UPI
ORD04348,C0357,P051,2024-02-19,4,699.0,5,2656.2,Completed,Card
ORD00834,C0220,P044,2025-01-14,6,4999.0,10,26994.6,Pending,Net Banking
ORD00367,C0172,P035,2024-09-30,2,3499.0,5,6648.1,Completed,UPI
ORD03144,C0243,P085,2025-01-08,4,34999.0,30,97997.2,Cancelled,Card
ORD02119,C0346,P021,2024-03-29,7,14999.0,30,73495.1,Cancelled,UPI
ORD04114,C0424,P031,2025-02-25,3,12999.0,10,35097.3,Completed,Card
ORD03834,C0392,P019,2025-03-25,9,73999.0,25,499493.25,Completed,UPI
ORD02589,C0216,P017,2025-05-03,4,68999.0,25,206997.0,Completed,Card
ORD04719,C0426,P083,2024-03-05,9,7999.0,0,71991.0,Cancelled,Card
ORD00020,C0211,P057,2024-02-17,2,299.0,5,568.1,Completed,UPI
ORD04196,C0016,P075,2024-03-22,5,399.0,5,1895.25,Completed,Card
ORD02093,C0113,P082,2024-10-13,5,24999.0,0,124995.0,Cancelled,Card
ORD01449,C0321,P057,2024-04-24,3,299.0,15,762.45,Completed,Net Banking
ORD00219,C0162,P071,2024-11-28,6,499.0,10,2694.6,Pending,Card
ORD01537,C0321,P060,2025-03-12,10,1295.0,0,12950.0,Cancelled,Card
ORD00439,C0357,P019,2025-05-23,3,73999.0,5,210897.15,Completed,Card
ORD01955,C0058,P074,2024-01-03,4,399.0,0,1596.0,Pending,UPI
ORD04072,C0089,P024,2024-02-03,7,2499.0,20,13994.4,Returned,Card
ORD03352,C0243,P058,2024-03-14,6,199.0,0,1194.0,Completed,UPI
ORD04627,C0479,P088,2024-06-29,10,28999.0,10,260991.0,Completed,Net Banking
ORD02418,C0041,P047,2025-02-10,3,2499.0,5,7122.15,Completed,Cash
ORD04695,C0001,P039,2024-03-01,4,2299.0,15,7816.6,Completed,Card
ORD03999,C0274,P069,2024-08-07,5,14999.0,0,74995.0,Returned,UPI
ORD04481,C0041,P086,2024-08-13,3,12999.0,25,29247.75,Completed,Net Banking
ORD00803,C0446,P063,2024-03-12,4,899.0,0,3596.0,Completed,UPI
ORD03410,C0107,P061,2024-05-13,7,2499.0,0,17493.0,Completed,UPI
ORD04078,C0166,P018,2024-11-08,2,59900.0,0,119800.0,Completed,UPI
ORD03794,C0053,P040,2025-05-21,6,1799.0,5,10254.3,Completed,Card
ORD01727,C0344,P066,2025-02-19,4,999.0,0,3996.0,Completed,UPI
ORD00583,C0063,P051,2025-01-17,10,699.0,0,6990.0,Pending,UPI
ORD00204,C0135,P070,2025-01-10,8,799.0,0,6392.0,Pending,Card
ORD04112,C0043,P037,2024-06-17,1,6995.0,15,5945.75,Completed,Net Banking
ORD03482,C0373,P007,2025-02-01,6,54999.0,10,296994.6,Completed,UPI
ORD02292,C0209,P001,2024-12-15,3,89999.0,5,256497.15,Completed,UPI
ORD02222,C0034,P095,2024-01-02,4,129.0,30,361.2,Completed,UPI
ORD03906,C0234,P007,2024-07-25,3,54999.0,0,164997.0,Completed,Net Banking
ORD04191,C0490,P038,2024-12-11,6,1995.0,0,11970.0,Completed,Net Banking
ORD04230,C0323,P052,2024-11-03,2,299.0,0,598.0,Pending,UPI
ORD01936,C0500,P068,2025-01-07,2,34999.0,15,59498.3,Completed,UPI
ORD02319,C0204,P081,2024-12-08,10,12999.0,25,97492.5,Completed,Net Banking
ORD03734,C0059,P077,2024-07-09,8,699.0,10,5032.8,Completed,UPI
ORD03668,C0090,P069,2024-10-02,7,14999.0,15,89244.05,Completed,Cash
ORD00518,C0276,P042,2024-02-08,8,9999.0,30,55994.4,Cancelled,Card
ORD01211,C0488,P093,2024-10-21,9,299.0,15,2287.35,Completed,Cash
ORD01375,C0414,P058,2025-05-29,6,199.0,15,1014.9,Pending,Cash
ORD04910,C0483,P037,2025-01-11,2,6995.0,30,9793.0,Completed,UPI
ORD00669,C0271,P041,2025-01-26,5,2999.0,0,14995.0,Completed,UPI
ORD01861,C0189,P007,2025-06-13,10,54999.0,0,549990.0,Cancelled,Cash
ORD01452,C0100,P014,2024-08-25,4,29990.0,5,113962.0,Completed,UPI
ORD04959,C0217,P053,2024-07-28,3,499.0,15,1272.45,Completed,Card
ORD01922,C0403,P011,2024-12-30,2,79999.0,10,143998.2,Completed,Cash
ORD01565,C0212,P024,2025-06-15,10,2499.0,10,22491.0,Completed,Net Banking
ORD01271,C0060,P023,2025-04-20,6,5999.0,30,25195.8,Completed,Card
ORD02400,C0313,P023,2025-04-19,2,5999.0,30,8398.6,Completed,UPI
ORD02165,C0163,P092,2024-10-21,3,275.0,20,660.0,Completed,Net Banking
ORD03408,C0485,P065,2024-03-26,2,699.0,10,1258.2,Cancelled,Card
ORD04971,C0145,P032,2024-03-30,3,4999.0,10,13497.3,Completed,UPI
ORD01193,C0194,P090,2024-05-08,7,799.0,10,5033.7,Completed,UPI
ORD00760,C0459,P039,2024-04-05,3,2299.0,0,6897.0,Completed,UPI
ORD01176,C0185,P053,2024-03-14,6,499.0,0,2994.0,Completed,Net Banking
ORD04488,C0004,P053,2024-07-05,9,499.0,5,4266.45,Pending,UPI
ORD02723,C0065,P015,2024-11-27,6,14999.0,25,67495.5,Completed,Net Banking
ORD04218,C0149,P009,2024-02-16,4,44999.0,5,170996.2,Completed,UPI
ORD00970,C0355,P035,2024-05-06,1,3499.0,0,3499.0,Completed,UPI
ORD02427,C0416,P090,2024-02-21,2,799.0,10,1438.2,Completed,UPI
ORD00215,C0273,P050,2024-07-13,4,44900.0,20,143680.0,Completed,Card
ORD03483,C0388,P035,2025-01-15,8,3499.0,0,27992.0,Completed,UPI
ORD01406,C0352,P082,2024-11-21,9,24999.0,20,179992.8,Completed,UPI
ORD00694,C0253,P091,2024-08-02,1,25.0,5,23.75,Returned,Card
ORD02684,C0345,P070,2025-06-04,4,799.0,10,2876.4,Cancelled,Card
ORD02371,C0024,P056,2025-03-19,7,699.0,10,4403.7,Completed,UPI
ORD04326,C0407,P071,2024-02-19,6,499.0,20,2395.2,Pending,UPI
ORD04941,C0072,P074,2024-05-29,4,399.0,30,1117.2,Pending,Card
ORD02175,C0379,P091,2024-06-20,6,25.0,5,142.5,Completed,Net Banking
ORD03611,C0393,P044,2024-10-13,4,4999.0,0,19996.0,Completed,UPI
ORD02223,C0399,P089,2025-05-23,1,499.0,0,499.0,Completed,Card
ORD01030,C0215,P068,2024-08-07,5,34999.0,0,174995.0,Pending,UPI
ORD00197,C0081,P064,2024-04-03,10,1299.0,10,11691.0,Cancelled,Net Banking
ORD01085,C0197,P031,2024-01-22,5,12999.0,0,64995.0,Completed,Net Banking
ORD02659,C0275,P064,2025-02-15,5,1299.0,0,6495.0,Completed,Card
ORD01076,C0130,P076,2025-02-23,5,299.0,25,1121.25,Pending,Card
ORD00880,C0021,P017,2024-07-30,3,68999.0,0,206997.0,Completed,Net Banking
ORD03699,C0206,P039,2025-01-10,1,2299.0,30,1609.3,Completed,UPI
ORD03413,C0107,P016,2024-05-14,2,54999.0,5,104498.1,Completed,UPI
ORD03027,C0164,P095,2025-01-17,2,129.0,25,193.5,Completed,Card
ORD01747,C0277,P019,2024-11-24,6,73999.0,10,399594.6,Completed,Card
ORD00888,C0043,P033,2025-03-11,3,1299.0,20,3117.6,Completed,Card
ORD03028,C0089,P024,2024-12-24,1,2499.0,0,2499.0,Completed,UPI
ORD00069,C0500,P095,2025-03-21,2,129.0,30,180.6,Completed,Card
ORD02529,C0364,P020,2025-06-14,7,8995.0,0,62965.0,Cancelled,UPI
ORD03066,C0494,P009,2025-01-11,5,44999.0,0,224995.0,Completed,Cash
ORD00569,C0242,P046,2024-02-16,1,999.0,5,949.05,Completed,UPI
ORD01695,C0353,P030,2024-11-16,8,9999.0,5,75992.4,Completed,Card
ORD00097,C0406,P047,2025-02-01,8,2499.0,15,16993.2,Cancelled,UPI
ORD01413,C0335,P050,2025-06-07,4,44900.0,0,179600.0,Completed,Cash
ORD03708,C0083,P066,2024-04-24,7,999.0,0,6993.0,Completed,UPI
ORD00140,C0005,P090,2024-09-26,4,799.0,5,3036.2,Completed,Card
ORD02016,C0063,P031,2025-02-26,3,12999.0,5,37047.15,Completed,Net Banking
ORD03017,C0310,P017,2025-01-18,5,68999.0,0,344995.0,Completed,UPI
ORD01425,C0364,P063,2024-09-07,5,899.0,10,4045.5,Completed,Card
ORD01979,C0330,P076,2025-04-05,4,299.0,0,1196.0,Completed,UPI
ORD02030,C0022,P024,2025-02-16,4,2499.0,30,6997.2,Completed,Card
ORD01814,C0281,P069,2024-10-01,3,14999.0,0,44997.0,Cancelled,Card
ORD01594,C0188,P019,2024-09-02,8,73999.0,5,562392.4,Pending,UPI
ORD01039,C0258,P016,2025-05-26,8,54999.0,10,395992.8,Completed,UPI
ORD01757,C0080,P089,2024-07-11,1,499.0,20,399.2,Pending,Card
ORD03406,C0052,P051,2024-05-30,5,699.0,25,2621.25,Completed,Card
ORD00464,C0213,P023,2025-04-18,10,5999.0,0,59990.0,Completed,Cash
ORD02374,C0315,P076,2024-10-02,10,299.0,15,2541.5,Completed,Card
ORD04948,C0191,P059,2025-05-29,7,3499.0,20,19594.4,Completed,UPI
ORD04833,C0136,P095,2024-12-08,9,129.0,15,986.85,Completed,UPI
ORD00595,C0240,P056,2024-03-22,8,699.0,5,5312.4,Completed,UPI
ORD04526,C0147,P002,2024-06-26,10,134999.0,5,1282490.5,Returned,Card
ORD01363,C0282,P088,2025-02-07,4,28999.0,15,98596.6,Completed,Cash
ORD00626,C0440,P014,2024-02-12,9,29990.0,0,269910.0,Completed,UPI
ORD00451,C0486,P059,2024-11-23,3,3499.0,0,10497.0,Returned,Card
ORD02978,C0455,P006,2024-12-16,1,62999.0,0,62999.0,Completed,UPI
ORD01785,C0154,P018,2025-02-04,1,59900.0,10,53910.0,Completed,Cash
ORD01104,C0036,P036,2025-03-09,3,22495.0,30,47239.5,Completed,Net Banking
ORD01633,C0278,P030,2025-02-15,3,9999.0,30,20997.9,Completed,Net Banking
ORD01627,C0291,P016,2024-08-17,1,54999.0,25,41249.25,Completed,UPI
ORD03605,C0259,P053,2025-01-31,5,499.0,30,1746.5,Pending,Cash
ORD02218,C0155,P067,2024-04-16,3,2499.0,5,7122.15,Completed,UPI
ORD04935,C0229,P085,2024-03-31,5,34999.0,5,166245.25,Completed,Card
ORD04023,C0472,P038,2025-04-24,8,1995.0,0,15960.0,Pending,UPI
ORD04558,C0034,P036,2024-02-19,9,22495.0,10,182209.5,Completed,UPI
ORD03291,C0144,P022,2025-04-15,7,12999.0,15,77344.05,Completed,Card
ORD04357,C0056,P089,2025-02-04,1,499.0,5,474.05,Completed,Card
ORD04726,C0177,P021,2024-04-01,2,14999.0,0,29998.0,Pending,Cash
ORD01000,C0424,P049,2024-06-17,1,31999.0,10,28799.1,Completed,UPI
ORD02183,C0080,P074,2024-02-03,6,399.0,0,2394.0,Completed,Card
ORD04407,C0227,P001,2024-10-06,7,89999.0,10,566993.7,Completed,Card
ORD00193,C0282,P067,2024-05-05,5,2499.0,15,10620.75,Completed,UPI
ORD03814,C0282,P067,2024-07-25,1,2499.0,0,2499.0,Pending,Cash
ORD04221,C0044,P090,2024-08-25,3,799.0,10,2157.3,Completed,Card
ORD01205,C0233,P015,2024-01-22,8,14999.0,0,119992.0,Completed,Card
ORD04272,C0253,P087,2025-04-22,4,29999.0,30,83997.2,Returned,Net Banking
ORD04696,C0236,P056,2024-05-05,2,699.0,10,1258.2,Completed,UPI
ORD04471,C0410,P014,2024-05-13,2,29990.0,5,56981.0,Completed,UPI
ORD04636,C0045,P056,2025-06-11,6,699.0,0,4194.0,Completed,UPI
ORD02795,C0447,P014,2024-09-26,5,29990.0,30,104965.0,Completed,UPI
ORD04848,C0240,P036,2025-03-13,5,22495.0,10,101227.5,Cancelled,Cash
ORD03536,C0071,P041,2024-01-06,7,2999.0,25,15744.75,Completed,Card
ORD04234,C0209,P013,2024-06-18,6,1499.0,5,8544.3,Completed,UPI
ORD01398,C0131,P052,2024-02-03,10,299.0,0,2990.0,Completed,Card
ORD03946,C0095,P008,2024-04-22,7,47999.0,5,319193.35,Pending,UPI
ORD03789,C0457,P070,2024-04-12,5,799.0,5,3795.25,Completed,UPI
ORD03365,C0298,P026,2024-06-01,6,3999.0,0,23994.0,Completed,Card
ORD04728,C0053,P089,2024-01-14,5,499.0,5,2370.25,Pending,Cash
ORD04530,C0468,P033,2024-03-31,3,1299.0,30,2727.9,Completed,UPI
ORD04964,C0171,P017,2025-04-29,1,68999.0,0,68999.0,Completed,Card
ORD00192,C0349,P040,2024-11-26,3,1799.0,30,3777.9,Pending,Cash
ORD04388,C0420,P019,2025-03-10,10,73999.0,0,739990.0,Completed,Card
ORD04403,C0071,P095,2024-10-04,8,129.0,10,928.8,Completed,Card
ORD03969,C0330,P044,2025-05-02,5,4999.0,15,21245.75,Completed,UPI
ORD01236,C0469,P047,2025-05-10,10,2499.0,5,23740.5,Completed,Card
ORD02793,C0020,P025,2024-01-02,3,2499.0,15,6372.45,Returned,UPI
ORD02452,C0316,P001,2024-10-15,6,89999.0,15,458994.9,Completed,Net Banking
ORD01894,C0230,P017,2024-06-01,2,68999.0,5,131098.1,Pending,Card
ORD04801,C0409,P056,2024-12-25,2,699.0,0,1398.0,Returned,UPI
ORD03758,C0214,P046,2025-06-13,2,999.0,20,1598.4,Completed,Card
ORD03464,C0001,P035,2024-04-04,1,3499.0,20,2799.2,Completed,Card
ORD04064,C0349,P004,2024-07-27,10,24999.0,0,249990.0,Completed,UPI
ORD01700,C0395,P036,2024-05-26,6,22495.0,0,134970.0,Completed,UPI
ORD00167,C0400,P047,2025-06-17,8,2499.0,10,17992.8,Completed,Net Banking
ORD03913,C0454,P062,2024-09-26,8,1799.0,10,12952.8,Completed,Card
ORD04832,C0430,P064,2025-03-10,6,1299.0,25,5845.5,Completed,Net Banking
ORD01025,C0310,P063,2024-08-05,8,899.0,0,7192.0,Completed,UPI
ORD01361,C0042,P024,2024-08-29,4,2499.0,10,8996.4,Completed,UPI
ORD02289,C0320,P009,2024-04-01,5,44999.0,0,224995.0,Completed,Cash
ORD04630,C0258,P014,2025-04-02,10,29990.0,5,284905.0,Completed,Card
ORD01889,C0437,P034,2024-06-10,9,2499.0,0,22491.0,Completed,UPI
ORD01096,C0300,P053,2025-04-02,2,499.0,20,798.4,Completed,Card
ORD04223,C0213,P001,2024-10-08,1,89999.0,10,80999.1,Completed,UPI
ORD03037,C0091,P018,2024-06-13,5,59900.0,15,254575.0,Completed,Net Banking
ORD00153,C0188,P024,2025-05-25,7,2499.0,5,16618.35,Completed,Cash
ORD03533,C0251,P047,2025-02-05,6,2499.0,10,13494.6,Completed,Net Banking
ORD04733,C0234,P034,2024-12-14,7,2499.0,10,15743.7,Completed,UPI
ORD03698,C0337,P038,2024-06-04,1,1995.0,0,1995.0,Completed,Cash
ORD04611,C0196,P092,2024-03-24,2,275.0,25,412.5,Cancelled,UPI
ORD01505,C0460,P069,2025-03-26,3,14999.0,25,33747.75,Pending,UPI
ORD02017,C0190,P085,2024-02-20,6,34999.0,5,199494.3,Pending,Cash
ORD03246,C0114,P076,2024-09-20,7,299.0,0,2093.0,Completed,UPI
ORD03419,C0197,P092,2024-10-26,10,275.0,15,2337.5,Completed,Card
ORD04869,C0135,P080,2024-05-12,8,299.0,0,2392.0,Completed,Card
ORD02122,C0291,P051,2025-04-12,10,699.0,0,6990.0,Completed,Card
ORD04797,C0221,P073,2024-06-19,1,299.0,10,269.1,Completed,Net Banking
ORD00032,C0187,P092,2025-04-08,2,275.0,0,550.0,Pending,UPI
ORD00938,C0442,P017,2024-12-05,6,68999.0,10,372594.6,Pending,Card
ORD01256,C0105,P037,2025-03-12,8,6995.0,20,44768.0,Completed,Card
ORD03173,C0248,P006,2024-06-21,1,62999.0,30,44099.3,Pending,Card
ORD03405,C0257,P096,2025-03-15,4,179.0,30,501.2,Completed,Card
ORD00310,C0248,P065,2024-06-06,4,699.0,10,2516.4,Cancelled,Cash
ORD02823,C0210,P070,2024-02-01,1,799.0,10,719.1,Completed,Card
ORD04097,C0239,P041,2024-01-19,2,2999.0,10,5398.2,Completed,Card
ORD03860,C0307,P065,2025-02-12,6,699.0,0,4194.0,Completed,UPI
ORD04213,C0348,P049,2024-05-04,5,31999.0,0,159995.0,Completed,UPI
ORD00496,C0438,P055,2024-07-12,2,299.0,15,508.3,Cancelled,UPI
ORD00206,C0370,P009,2025-01-31,4,44999.0,20,143996.8,Completed,Cash
ORD02760,C0190,P057,2024-06-23,9,299.0,10,2421.9,Pending,Net Banking
ORD03423,C0300,P005,2024-03-24,4,19999.0,5,75996.2,Completed,Net Banking
ORD03902,C0065,P020,2024-03-26,8,8995.0,10,64764.0,Cancelled,Card
ORD00306,C0193,P081,2024-06-18,10,12999.0,25,97492.5,Completed,Card
ORD04743,C0223,P002,2024-07-13,5,134999.0,25,506246.25,Completed,UPI
ORD01062,C0254,P047,2024-07-31,7,2499.0,0,17493.0,Completed,UPI
ORD00844,C0427,P087,2025-04-23,3,29999.0,15,76497.45,Returned,Card
ORD04355,C0207,P075,2024-06-23,7,399.0,0,2793.0,Completed,Cash
ORD02657,C0049,P023,2024-03-19,6,5999.0,5,34194.3,Completed,Net Banking
ORD00212,C0427,P011,2025-04-24,1,79999.0,10,71999.1,Completed,Net Banking
ORD01109,C0051,P007,2025-01-26,7,54999.0,5,365743.35,Completed,Card
ORD03786,C0093,P040,2024-05-15,3,1799.0,30,3777.9,Completed,Net Banking
ORD00680,C0493,P080,2024-10-23,3,299.0,0,897.0,Completed,Net Banking
ORD00566,C0299,P088,2025-04-14,2,28999.0,0,57998.0,Completed,Net Banking
ORD04300,C0486,P072,2024-10-25,3,499.0,5,1422.15,Completed,Cash
ORD03649,C0339,P083,2024-12-18,3,7999.0,0,23997.0,Completed,Net Banking
ORD00681,C0140,P077,2024-09-13,7,699.0,10,4403.7,Pending,UPI
ORD00181,C0128,P021,2025-02-03,7,14999.0,5,99743.35,Completed,Card
ORD04220,C0288,P082,2024-04-16,5,24999.0,0,124995.0,Cancelled,UPI
ORD03180,C0143,P038,2025-05-06,1,1995.0,20,1596.0,Completed,Card
ORD02940,C0048,P001,2024-11-29,1,89999.0,0,89999.0,Cancelled,UPI
ORD04315,C0170,P027,2024-04-27,7,2499.0,25,13119.75,Completed,Net Banking
ORD00279,C0186,P011,2025-06-20,7,79999.0,20,447994.4,Completed,UPI
ORD04708,C0222,P085,2025-05-19,2,34999.0,15,59498.3,Completed,UPI
ORD02230,C0484,P014,2024-12-16,6,29990.0,5,170943.0,Returned,UPI
ORD00433,C0364,P027,2024-05-21,6,2499.0,5,14244.3,Completed,Card
ORD00290,C0394,P039,2024-11-26,6,2299.0,10,12414.6,Pending,Cash
ORD01028,C0109,P003,2025-03-09,5,39999.0,5,189995.25,Completed,UPI
ORD00536,C0412,P036,2024-06-29,1,22495.0,15,19120.75,Pending,UPI
ORD04829,C0345,P078,2025-04-30,4,799.0,10,2876.4,Completed,Net Banking
ORD00189,C0241,P024,2024-07-15,5,2499.0,10,11245.5,Pending,UPI
ORD02216,C0374,P028,2024-02-07,5,1699.0,25,6371.25,Completed,UPI
ORD03990,C0366,P052,2024-02-07,2,299.0,15,508.3,Completed,Card
ORD03947,C0378,P042,2025-05-01,3,9999.0,0,29997.0,Cancelled,UPI
ORD00271,C0449,P091,2024-02-09,9,25.0,0,225.0,Completed,Cash
ORD03541,C0224,P085,2025-01-15,1,34999.0,0,34999.0,Completed,UPI
ORD04350,C0484,P072,2025-06-08,7,499.0,20,2794.4,Completed,Card
ORD04340,C0045,P050,2024-01-01,9,44900.0,25,303075.0,Returned,Cash
ORD03766,C0007,P064,2024-03-19,7,1299.0,15,7729.05,Completed,Cash
ORD00112,C0104,P067,2025-05-31,7,2499.0,0,17493.0,Completed,UPI
ORD04210,C0410,P034,2024-06-01,5,2499.0,20,9996.0,Completed,UPI
ORD00221,C0475,P096,2024-09-17,6,179.0,15,912.9,Completed,UPI
ORD03933,C0022,P056,2025-06-06,9,699.0,10,5661.9,Completed,Cash
ORD00628,C0446,P013,2024-06-06,6,1499.0,10,8094.6,Pending,UPI
ORD01222,C0366,P034,2024-09-20,1,2499.0,30,1749.3,Pending,Cash
ORD04305,C0391,P038,2024-12-23,3,1995.0,0,5985.0,Completed,UPI
ORD02466,C0080,P066,2025-05-06,3,999.0,20,2397.6,Completed,Net Banking
ORD00791,C0211,P039,2025-05-26,2,2299.0,20,3678.4,Pending,Net Banking
ORD03194,C0022,P007,2025-06-30,7,54999.0,0,384993.0,Completed,Net Banking
ORD00462,C0045,P019,2024-07-31,5,73999.0,15,314495.75,Returned,Card
ORD04444,C0359,P067,2025-01-15,2,2499.0,20,3998.4,Completed,Card
ORD00552,C0374,P071,2024-11-30,8,499.0,0,3992.0,Pending,Card
ORD01481,C0425,P050,2024-01-20,1,44900.0,5,42655.0,Completed,UPI
ORD03755,C0374,P094,2025-06-17,5,399.0,25,1496.25,Completed,UPI
ORD00199,C0055,P017,2025-05-14,4,68999.0,10,248396.4,Returned,Cash
ORD03811,C0472,P062,2024-01-09,4,1799.0,25,5397.0,Completed,Net Banking
ORD02577,C0290,P055,2024-07-09,8,299.0,15,2033.2,Completed,Net Banking
ORD00403,C0328,P035,2025-06-19,8,3499.0,10,25192.8,Completed,UPI
ORD03115,C0390,P058,2024-01-01,3,199.0,5,567.15,Completed,UPI
ORD03931,C0189,P085,2024-07-09,3,34999.0,20,83997.6,Cancelled,Cash
ORD04810,C0249,P033,2024-03-15,10,1299.0,10,11691.0,Completed,Cash
ORD02073,C0115,P038,2024-05-24,7,1995.0,10,12568.5,Completed,Net Banking
ORD01730,C0321,P030,2024-09-15,4,9999.0,20,31996.8,Completed,UPI
ORD04505,C0143,P021,2025-03-07,5,14999.0,0,74995.0,Completed,UPI
ORD00651,C0266,P051,2024-09-27,10,699.0,15,5941.5,Completed,Net Banking
ORD00709,C0411,P057,2024-02-26,5,299.0,25,1121.25,Completed,UPI
ORD02516,C0286,P036,2024-11-21,3,22495.0,5,64110.75,Completed,Net Banking
ORD04456,C0460,P024,2025-03-09,8,2499.0,10,17992.8,Completed,Card
ORD01488,C0064,P049,2024-01-27,8,31999.0,5,243192.4,Completed,Card
ORD03297,C0113,P084,2025-04-30,2,4999.0,15,8498.3,Completed,Net Banking
ORD01832,C0467,P034,2025-05-05,3,2499.0,0,7497.0,Completed,Card
ORD00315,C0012,P074,2024-11-15,4,399.0,10,1436.4,Completed,UPI
